"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"12340","solid viscose mandarin collar womens straight tunic - off white",2399,1439,40,2022-06-27,8
"12341","poly chanderi womens kurta with pant and dupatta set - gold",4998,2249,55,2022-09-22,8
"12342","yarn dyed round neck dobby womens a-line dress - yellow",2499,1249,50,2022-06-09,8
"12343","cotton round neck womens kurta set - orange",1999,1399,30,2022-06-02,7
"12344","womens embroidered calf length occasion wear kurta - mint",1599,799,50,2022-06-17,8
"12345","printed cotton round neck womens regular kurta - multi",1599,639,60,2022-10-04,9
"12346","printed round neck rayon womens calf length kurta - burgundy",1899,759,60,2022-11-05,8
"12347","polka print rayon slub regular sleeves womens peplum tunic - olive",1299,519,60,2022-11-11,9
"12348","womens fuchsia and gold anarkali kurta with potli botton detailing and back keyhole - magenta",2799,1259,55,2022-06-30,7
"12349","solid rayon womens regular length flared palazzo - black",1499,899,40,2022-09-25,9
"12350","printed round neck cotton womens calf length kurta - yellow",1799,1349,25,2022-10-23,8
"12351","printed round neck modal womens anarkali kurta - red",2799,1679,40,2022-10-03,8
"12352","solid cotton womens trousers - cream",1999,699,65,2022-06-30,8
"12353","floral boat neck cotton womens a-line ethnic dress - pink",1499,674,55,2022-07-23,9
"12354","floral viscose round neck womens straight top - black",1799,1259,30,2022-07-30,9
"12355","geometric v-neck womens tunic - pink",1699,849,50,2022-07-27,8
"12356","printed round neck cotton womens calf length kurta - brown",2599,1949,25,2022-10-25,8
"12357","animal print collared neck cotton womens pyjama shirt set - purple",2400,1200,50,2022-10-30,7
"12358","womens flax mandarin collar straight fit kurta - rust",1299,649,50,2022-10-04,9
"12359","printed mandarin rayon womens ethnic set - mustard",2763,1105,60,2022-06-05,7
"12360","motif cotton round neck womens regular kurta - multi",1999,599,70,2022-10-19,7
"12361","printed georgette regular fit womens a line ethnic set - pink",5999,2999,50,2022-09-27,7
"12362","floral round neck polyester womens salwar kurta and dupatta set - navy",4347,1738,60,2022-09-02,9
"12363","printed polyester round neck womens straight fit kurta - multi",1799,1079,40,2022-08-12,8
"12364","solid regular fit cotton lycra womens casual pants - red",799,479,40,2022-09-27,7
"12365","printed cotton womens casual culottes - yellow",1699,1189,30,2022-06-14,8
"12366","embroidered cotton round neck womens straight kurti - orange",3999,3199,20,2022-09-06,8
"12367","womens orange poly silk stitched blouse (bl085) - orange",1199,599,50,2022-07-31,9
"12368","womens cotton slub mandarin collar a-line kurta - navy",1299,649,50,2022-10-31,7
"12369","embroidered rayon round neck womens a-line kurta - fuschia",2599,1299,50,2022-07-13,8
"12370","printed rayon mandarin womens knee length kurta - aqua",799,559,30,2022-10-26,8
"12371","floral round neck regular fit womens kurta - navy",1399,559,60,2022-07-12,8
"12372","floral polyester keyhole neck womens straight kurta - pink",1599,1039,35,2022-06-23,7
"12373","printed cotton round neck womens lehenga choli set - yellow",5999,1499,75,2022-08-29,7
"12374","womens sea green cotton kurti (j0024) - green",1599,639,60,2022-11-14,9
"12375","woven cotton boat neck womens calf length kurta - white",1799,989,45,2022-07-01,9
"12376","printed round neck georgette womens regular dress - yellow",4999,2499,50,2022-09-14,9
"12377","floral viscose round neck women's tunic - aqua",1599,959,40,2022-10-26,7
"12378","round neck crepe empire line womens kurta with dupatta set - navy",2399,1439,40,2022-10-24,7
"12379","womens round neck striped kurta - black",1699,679,60,2022-11-11,8
"12380","printed cotton mandarin womens kurta set - grey",3799,2849,25,2022-06-12,9
"12381","womens blue poly crepe jacket style kurta (jne3256) - blue",1549,774,50,2022-06-02,8
"12382","embellished georgette v neck womens kurta - purple",2600,1300,50,2022-07-02,7
"12383","womens flared printed round neck cropped jacket skirt set - sulphur",6999,3499,50,2022-09-13,9
"12384","printed round neck womens kurti - pink",1699,509,70,2022-06-09,9
"12385","floral round neck polyester womens salwar kurta and dupatta set - blue",3922,1568,60,2022-09-06,8
"12386","printed round neck regular fit womens kurta - yellow",1899,949,50,2022-09-08,9
"12387","solid viscose round neck womens ankle length kurta - indigo",2699,2159,20,2022-10-24,7
"12388","solid crepe round neck womens kurta palazzo set with dupatta - maroon",2329,1164,50,2022-10-07,9
"12389","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-10-05,7
"12390","printed round neck rayon womens flared cowl dress - rust",999,499,50,2022-06-15,9
"12391","womens white solid palazzo - white",1599,1119,30,2022-08-11,7
"12392","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-06-30,8
"12393","embroidered georgette round neck womens flared tunic - maroon",2800,1400,50,2022-11-04,8
"12394","embellished v neck georgette womens regular dress - indigo",2800,1400,50,2022-09-08,9
"12395","printed band with v polyester womens knee length kurta - multi",1199,839,30,2022-09-29,7
"12396","floral cotton tie up neck womens kurta - pink",2199,1099,50,2022-07-16,7
"12397","printed round neck cotton womens a-line ethnic dress - yellow",2299,919,60,2022-10-11,7
"12398","buttons boat neck cotton womens kurta palazzo set - peach",2799,1119,60,2022-06-24,7
"12399","yarn dyed round neck polyester womens straight kurta - natural",1799,1079,40,2022-09-07,8
"12400","womens round neck floral kurta - pink",2799,1399,50,2022-10-16,8
"12401","maroon zari and sequins work yoke straight kurta with golden woven trousers and sequins dupatta - maroon",4399,1759,60,2022-09-24,9
"12402","embroidered round neck straight fit womens kurta - grey",1699,849,50,2022-07-30,7
"12403","full length silk blend woven womens dupatta - orange",599,299,50,2022-06-19,7
"12404","embroidered v neck a-line fit womens kurta - fuschia",1799,899,50,2022-08-19,9
"12405","stripes zari chiffon festive wear womens regular saree - maroon",5700,2850,50,2022-08-15,8
"12406","structured zari silk blend festive wear womens regular saree - blue",5500,2475,55,2022-09-13,7
"12407","embroidered silk blend round neck womens ethnic set - natural",5999,2099,65,2022-08-09,7
"12408","viscose rayon womens casual trousers - peacock",1399,769,45,2022-08-27,9
"12409","printed v neck anarkali womens kurta - navy",1499,749,50,2022-07-12,7
"12410","stripes zari chiffon festive wear womens regular saree - yellow mix",5700,3135,45,2022-09-21,7
"12411","floral rayon round neck womens flared dress - red",3899,1559,60,2022-09-01,9
"12412","stripes zari chiffon festive wear womens regular saree - peach",5700,2850,50,2022-11-14,9
"12413","gotta patti round neck womens kurta - magenta",2599,1039,60,2022-07-13,7
"12414","structured zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-10-22,8
"12415","stripes zari chiffon festive wear womens regular saree - tomato",5700,2850,50,2022-06-17,9
"12416","solid zari silk blend festive wear womens regular saree - burgundy",4599,2069,55,2022-06-08,7
"12417","embroidered georgette v-neck womens regular fit crop top - purple",1650,825,50,2022-08-03,8
"12418","floral key hole neck straight womens kurta - black",2199,1539,30,2022-09-17,9
"12419","womens round neck printed kurta - grey",3400,1700,50,2022-07-24,8
"12420","printed viscose round neck womens straight kurta - yellow",1999,999,50,2022-11-09,9
"12421","floral cotton round neck womens kurta palazzo set with dupatta - pink",4999,2249,55,2022-06-12,8
"12422","rayon womens kurta - pink",2198,659,70,2022-08-12,9
"12423","shraddha kapoor for indya navy chikankari belted tunic with attached dupatta - blue",3600,2880,20,2022-08-23,9
"12424","lace round neck cotton womens kurta palazzo set - navy",3999,1399,65,2022-06-29,7
"12425","floral round neck cotton womens kurta set - multi",3999,1399,65,2022-08-09,7
"12426","printed round neck chiffon womens flared dress - multi",3299,2144,35,2022-06-02,7
"12427","womens mustard cambric placement print straight kurta with tie-up dori & tassels - mustard",1299,649,50,2022-09-02,9
"12428","womens round neck embroidered top - off white",1499,599,60,2022-09-06,7
"12429","solid cotton lycra casual wear womens stitched blouse - black",1029,514,50,2022-09-06,9
"12430","round neck regular women kurtas - off white",2599,1819,30,2022-09-15,8
"12431","foil print ruhani silk womens regular length palazzo pants - grey",1850,925,50,2022-06-23,8
"12432","key hole neck regular fit womens kurta - grey",1699,849,50,2022-11-12,9
"12433","printed round neck straight fit womens kurta - fuschia",999,499,50,2022-11-13,8
"12434","embroidered rayon collar neck womens regular kurta - black",2199,659,70,2022-08-20,8
"12435","printed round neck hi low womens kurta - off white",999,499,50,2022-07-17,7
"12436","printed viscose round neck womens ethnic set - pink",2699,1889,30,2022-09-25,9
"12437","printed round neck womens kurti - pink",2499,499,80,2022-08-23,9
"12438","embroidered v neck flared fit womens kurta - pink",1799,899,50,2022-07-18,7
"12439","printed round neck polyester womens ethnic set - blue",2992,1196,60,2022-06-14,7
"12440","womens key hole neck floral kurta set - black",3199,1599,50,2022-09-27,9
"12441","regular fit full length polyester cotton womens casual wear skirt - green",2950,1475,50,2022-10-20,9
"12442","a-line rayon womens kurta - ivory",999,499,50,2022-11-11,7
"12443","printed silk festive wear womens saree with blouse piece - red",3379,1351,60,2022-10-03,8
"12444","embroidered round neck straight fit womens kurta - rose",1999,999,50,2022-09-10,9
"12445","solid crepe round neck womens kurta palazzo set - black",2299,1034,55,2022-07-01,7
"12446","embroidered round neck silk blend womens ethnic set - olive",5999,2399,60,2022-09-18,8
"12447","floral rayon mandarin womens straight kurta - pink",1953,781,60,2022-08-13,8
"12448","womens multicolor poly crepe kurta (jne2014) - multi",1199,539,55,2022-08-27,9
"12449","solid cotton v neck womens dress - peacock",2599,1039,60,2022-08-27,7
"12450","floral cotton mandarin neck womens empire line top - pink",1599,879,45,2022-09-01,7
"12451","shraddha kapoor for indya women yellow embellished a-line maxi skirt - yellow",3200,1600,50,2022-06-23,7
"12452","printed viscose round neck womens kurta - green",1799,1349,25,2022-09-29,7
"12453","printed flared fit rayon womens all occasions palazzo - off white",899,449,50,2022-07-25,9
"12454","solid polyester loose fit womens bottom - natural",1699,1359,20,2022-09-08,8
"12455","womens black cotton straight kurti (jne3564) - black",1399,769,45,2022-09-03,9
"12456","geometric viscose regular fit womens festive sharara - blue",2400,1200,50,2022-08-18,9
"12457","printed viscose regular fit womens culottes - pink",1499,899,40,2022-06-26,8
"12458","womens blue cotton kurta (jne3439) - blue",1199,659,45,2022-08-04,8
"12459","solid cotton lycra casual wear womens stitched blouse - natural",1029,514,50,2022-06-28,8
"12460","printed viscose v neck womens straight top - wine",1899,1519,20,2022-10-09,8
"12461","relaxed fit regular length polyester womens festive skirt - natural",1999,1199,40,2022-07-12,8
"12462","embellished silk v neck womens kurta - green",2400,1200,50,2022-11-10,8
"12463","printed round neck regular fit womens kurta - grey",1899,949,50,2022-10-01,8
"12464","stripes round neck polyester womens ethnic set - yellow",1927,867,55,2022-07-26,8
"12465","printed square neck cotton womens kurta palazzo set - black",2799,1119,60,2022-07-08,9
"12466","geometric cotton keyhole neck womens calf length kurta - pink",1799,719,60,2022-07-03,7
"12467","solid viscose round neck womens straight kurta - pink",2499,1999,20,2022-07-28,7
"12468","printed cotton round neck womens kurta palazzo set - fuchsia",4455,1782,60,2022-08-04,9
"12469","printed round neck cotton womens kurta palazzo set - dark green",2799,1259,55,2022-06-22,9
"12470","floral cotton mandarin womens calf length kurta - green",1799,719,60,2022-06-11,8
"12471","bandhni cotton round neck womens salwar suit - multi",4299,1504,65,2022-07-22,9
"12472","embroidered cotton round neck womens salwar suit - multi",3499,1399,60,2022-08-26,7
"12473","floral polyester square neck womens flared tunic - teal",3199,1599,50,2022-06-15,8
"12474","printed viscose square neck womens flared gown - indigo",3099,2479,20,2022-08-20,7
"12475","womens regular fit floral kurta - mustard",2199,879,60,2022-07-19,9
"12476","full length net woven womens festive dupatta - gold",1299,649,50,2022-11-04,8
"12477","full length cotton lycra knitted womens churidar - green",499,349,30,2022-10-10,8
"12478","printed polyester round neck womens straight fit kurta - multi",1999,1199,40,2022-09-25,8
"12479","printed v-neck silk blend womens ethnic set - peach",5999,2099,65,2022-07-17,7
"12480","embroidered cotton womens full length palazzos - red",1499,749,50,2022-09-04,8
"12481","structured zari silk blend festive wear womens regular saree - purple mix",4775,2387,50,2022-09-27,7
"12482","solid zari chiffon festive wear womens regular saree - red",2599,1559,40,2022-08-22,8
"12483","dyed cotton round neck womens ethnic set - mustard",5999,2099,65,2022-09-15,9
"12484","solid zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-08-29,9
"12485","round neck womens kurta - maroon",1999,899,55,2022-10-03,8
"12486","printed cotton round neck womens regular fit kurta - yellow",2599,779,70,2022-06-07,7
"12487","embroidered round neck regular fit womens fusion jumpsuit with mask - jade",1999,999,50,2022-08-23,7
"12488","shraddha kapoor for indya women pink floral embroidered regular crop top - pink",1800,900,50,2022-08-15,7
"12489","womens sea green cotton kurta (jne2153) - sea green",1899,759,60,2022-10-10,9
"12490","womens embroidered calf length casual wear kurta - ecru",1299,649,50,2022-08-15,7
"12491","solid mandarin collar flared kurta fit womens kurta - mustard",1499,749,50,2022-11-06,9
"12492","dyed poly viscose regular fit womens festive trousers - white",999,699,30,2022-10-01,9
"12493","floral cotton mandarin womens salwar suit - multi",2899,1159,60,2022-11-05,7
"12494","printed v neck cotton womens ethnic set - peach",4999,1499,70,2022-09-06,7
"12495","zari round neck silk blend designer womens ethnic set - maroon",5999,2099,65,2022-07-17,8
"12496","embroidered mandarin neck straight womens kurta - mint",1699,849,50,2022-10-03,7
"12497","womens printed long shrug - navy",2399,959,60,2022-10-06,9
"12498","the north star ring in gold plated 925 silver",1300,1235,5,2022-09-30,8
"12499","printed viscose regular fit womens festive parallel pants - baby pink",1799,1349,25,2022-08-20,7
"12500","yarn dyed cotton round neck womens straight kurta - red",1399,979,30,2022-09-25,8
"12501","womens free size printed dupatta - mint",899,449,50,2022-08-01,7
"12502","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-11-09,7
"12503","floral mandarin rayon womens ethnic set - pink",2663,1065,60,2022-10-28,7
"12504","printed rayon womens kurta - white",1599,799,50,2022-10-27,7
"12505","floral rayon round neck womens straight kurta - maroon",1957,782,60,2022-11-08,7
"12506","womens cotton mandarin collar straight fit tops & tunics - turquoise",899,449,50,2022-08-24,9
"12507","printed crepe mandarin womens straight kurta - black",1200,600,50,2022-09-13,8
"12508","solid rayon round neck womens a line kurta - olive",2299,1379,40,2022-06-01,8
"12509","mandarin straight designer womens kurtas - pink",1399,979,30,2022-08-30,7
"12510","solid viscose round neck womens straight top - dark green",1599,1039,35,2022-09-26,7
"12511","printed cotton round neck womens regular casual dress - maroon",2999,749,75,2022-07-04,7
"12512","printed rayon round neck womens straight kurta - blue",1943,777,60,2022-11-04,9
"12513","printed silk festive wear womens saree with blouse piece - peacock",3379,1351,60,2022-09-29,7
"12514","embroidered georgette v neck womens regular crop top - pink",1600,800,50,2022-07-29,7
"12515","womens cotton slub mandarin collar a-line kurta - red",1299,649,50,2022-06-27,8
"12516","floral polyester blend round neck womens a-line kurta - pink",1299,519,60,2022-09-30,8
"12517","a-line rayon womens kurta - cream",999,499,50,2022-06-06,9
"12518","womens textured calf length winter wear kurta - maroon",1999,999,50,2022-07-08,8
"12519","round neck a line designer womens kurta - peach",1699,764,55,2022-09-20,8
"12520","printed crepe round neck womens straight kurta - pink",1477,590,60,2022-08-21,8
"12521","mirror work dupion silk round neck womens kurta palazzo set - blue",2799,2239,20,2022-10-18,7
"12522","round neck cotton a line designer womens dresses - yellow",2999,1499,50,2022-08-06,9
"12523","kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi",4500,1350,70,2022-10-10,8
"12524","floral polyester round neck womens straight kurta - blue",1727,690,60,2022-06-01,8
"12525","floral viscose tie up neck� womens ethnic set - pink mix",6299,3149,50,2022-10-23,9
"12526","printed round neck polyester womens casual set - multi",3999,3199,20,2022-06-20,7
"12527","printed cotton flex regular fit womens parallel pants - orange",1799,1349,25,2022-11-06,9
"12528","printed rayon mandarin womens a line kurta - blue",1953,781,60,2022-08-03,9
"12529","womens dark green poly crepe kurti with sharara and dupatta (set073) - green",3199,1439,55,2022-08-02,9
"12530","embroidered round neck straight fit womens kurta - gold",1299,649,50,2022-09-10,8
"12531","solid mandarin chiffon womens regular fit dress - peacock",2599,1299,50,2022-09-28,9
"12532","polka dots mandarin regular fit womens kurti - black",1299,909,30,2022-08-23,9
"12533","solid viscose rayon round neck womens asymmetric top - indigo",1399,839,40,2022-10-22,7
"12534","womens solid legging for winter wear - maroon",899,449,50,2022-10-19,7
"12535","printed crepe mandarin womens a line kurta - blue",1392,556,60,2022-10-22,7
"12536","dyed cotton blend round neck womens calf length kurta - brown",1699,1274,25,2022-06-28,8
"12537","floral cotton v neck womens kurta palazzo set - multi",3747,1498,60,2022-09-04,8
"12538","embroidered viscose round neck womens regular gown - aqua",4799,3839,20,2022-08-28,8
"12539","synthetic womens kurta with palazzo and dupatta set - green",4198,2099,50,2022-08-10,8
"12540","geometric polyester round neck womens straight top - mid blue",2699,2159,20,2022-10-10,9
"12541","embroidered v-neck viscose blend womens flared dress - gold",2999,1499,50,2022-10-11,9
"12542","stripes round neck regular fit womens kurta - maroon",1699,594,65,2022-10-08,8
"12543","printed polyester round neck womens straight kurta - green",1917,766,60,2022-07-13,7
"12544","dyed cotton mandarin neck womens above knee kurta - pink",1049,629,40,2022-08-04,7
"12545","printed rayon womens kurta - white",1599,799,50,2022-09-06,7
"12546","embroidered viscose blend round neck womens straight kurta - grey",1799,899,50,2022-07-17,7
"12547","geometric round neck cotton womens regular fit midi dress - multi",1699,849,50,2022-08-22,8
"12548","printed crepe round neck womens high low kurta - peacock",1269,571,55,2022-10-19,9
"12549","womens maroon poly crepe jacket style kurta (jne3255) - red",1549,774,50,2022-07-22,8
"12550","womens free size printed dupatta - coral",599,299,50,2022-09-08,8
"12551","printed crepe round neck womens ethnic set - multi",4709,1883,60,2022-06-07,7
"12552","floral cotton round neck womens kurta set - white",3999,1399,65,2022-08-23,9
"12553","printed round neck cotton womens dress - multi",1999,899,55,2022-06-23,9
"12554","floral round neck cotton womens regular fit maxi dress - multi",1599,799,50,2022-07-08,8
"12555","round neck straight women kurtas - white",2499,1749,30,2022-08-06,7
"12556","printed v neck regular fit womens tunic - yellow",1799,899,50,2022-10-13,8
"12557","printed shirt collar cotton womens flared dress - black",3999,2399,40,2022-09-23,7
"12558","solid cotton flex mandarin womens a-line kurta - white",1699,1019,40,2022-06-19,8
"12559","printed rayon round neck womens straight kurta - blue",1699,1019,40,2022-08-07,9
"12560","printed silk blend round neck womens ethnic set - peach",5999,2999,50,2022-09-13,7
"12561","cambric boat neck womens kurta and palazzo set - indigo",4099,1639,60,2022-07-28,8
"12562","geometric zari net festive wear womens regular saree - black",1998,1398,30,2022-08-12,9
"12563","solid zari silk blend festive wear womens regular saree - brown",4995,1998,60,2022-08-21,8
"12564","gotta patti round neck straight designer womens kurtas - mauve",2599,1039,60,2022-10-24,7
"12565","floral zari chiffon festive wear womens regular saree - pink",3675,2021,45,2022-06-16,9
"12566","cambric boat neck womens straight kurta palazzo & dupatta set - lime green",4197,1888,55,2022-09-19,8
"12567","embellished silk round neck womens regular fit kurta - purple",2999,1049,65,2022-09-26,7
"12568","mandarin straight designer womens kurtas - peacock",3999,999,75,2022-06-16,9
"12569","embroidered round neck rayon womens calf length kurta - burgundy",2499,749,70,2022-06-26,9
"12570","floral zari chiffon festive wear womens regular saree - sky blue",3675,2021,45,2022-06-14,8
"12571","womens olive and wine floral block printed straight kurta - olive",1499,749,50,2022-07-13,9
"12572","womens blue georgette printed straight kurta with printed sharara & dupatta - blue",3899,2339,40,2022-08-22,9
"12573","geometric viscose v-neck womens straight top - pink",1799,899,50,2022-06-03,7
"12574","floral polyester key hole neck womens top - coral",1499,899,40,2022-06-01,7
"12575","solid viscose round neck womens calf length kurta - maroon",3299,1979,40,2022-08-13,9
"12576","solid pure cotton womens palazzo pants - grey",1499,599,60,2022-09-26,8
"12577","yarn dyed shirt collar straight womens kurta - green",1499,749,50,2022-10-06,7
"12578","embroidered v-neck viscose womens ethnic set - mustard",5799,2899,50,2022-08-08,9
"12579","geometric cotton round neck womens ethnic set - black",5138,2055,60,2022-09-22,7
"12580","printed rayon round neck womens ethnic set - blue",2999,1499,50,2022-09-11,7
"12581","printed round neck viscose womens straight fit dress - red",4995,2997,40,2022-11-14,9
"12582","womens navy velvet emboss print lehenga choli dupatta set with satin lining & cancan - navy",6447,5157,20,2022-09-12,8
"12583","printed round neck georgette designer women lehenga choli set - grey",4699,1409,70,2022-10-09,7
"12584","womens regular fit geometric dress - yellow",2699,1079,60,2022-09-14,8
"12585","womens boat neck ethnic motifs kurta set - red",2999,1049,65,2022-08-14,7
"12586","solid v neck womens kurti - pink",3999,999,75,2022-07-22,8
"12587","geometric rayon round neck womens flared kurta - green",1683,757,55,2022-07-30,7
"12588","womens round neck printed top - yellow",1599,639,60,2022-07-16,9
"12589","geometric round neck rayon womens ethnic set - cream",2698,1079,60,2022-07-26,8
"12590","floral round neck rayon womens ethnic set - maroon",3027,1210,60,2022-07-03,9
"12591","printed round neck cotton blend womens calf length kurta - orange",2599,1949,25,2022-07-25,9
"12592","floral cotton round neck womens straight kurta - off white",1699,1359,20,2022-08-19,7
"12593","round neck viscose flared designer womens dresses - red",2799,1959,30,2022-06-01,9
"12594","synthetic womens kurta with palazzo and dupatta set - pink",5098,2549,50,2022-08-02,8
"12595","solid polyester round neck womens regular kurta - teal",3699,2404,35,2022-10-16,7
"12596","embroidered round neck rayon womens straight kurta - green",1999,1199,40,2022-09-17,7
"12597","floral round neck regular fit womens kurta - peach",1999,999,50,2022-08-11,7
"12598","floral round neck polyester womens salwar kurta and dupatta set - blue",3959,1583,60,2022-09-07,8
"12599","embellished georgette round neck womens kurta - green",2100,1680,20,2022-06-18,8
"12600","printed v neck regular womens tunics & tops - grey",999,499,50,2022-11-06,9
"12601","solid viscose v neck womens straight top - mint",2699,2159,20,2022-06-26,9
"12602","printed polyester mandarin womens straight kurta - grey",1563,781,50,2022-09-13,7
"12603","off white and grey printed straight kurta with partially elasticated printed palazzo - off white",4999,1499,70,2022-10-17,7
"12604","stripes round neck polyester womens salwar kurta and dupatta set - green",3157,1420,55,2022-06-05,9
"12605","stripes rayon square neck womens kurta palazzo set - pink",3110,1244,60,2022-06-01,7
"12606","pique collar neck womens short top - multi",3900,3120,20,2022-06-29,9
"12607","boat neck regular fit womens kurta - orange",1799,899,50,2022-07-19,9
"12608","women tie-up neck solid a-line dress - teal",2499,999,60,2022-10-22,8
"12609","printed polyester boat neck womens a line kurti - coral",2199,1759,20,2022-08-01,7
"12610","printed polyester blend round neck womens straight fit kurta - peacock",1399,559,60,2022-06-25,8
"12611","embroidered georgette choker neck womens regular fit crop top - purple",1600,800,50,2022-10-21,9
"12612","banarasi weave jacquard border and pallu with tassels & contrast blouse piece - multi",4500,1350,70,2022-07-10,8
"12613","square neck flared women kurtas - mustard",1999,1299,35,2022-06-08,8
"12614","pure cotton womens kurta - yellow",1199,659,45,2022-10-10,7
"12615","printed cotton round neck womens dress - pink",3499,874,75,2022-10-11,8
"12616","solid cotton lycra casual wear womens stitched blouse - gold",1029,514,50,2022-06-30,9
"12617","poly chanderi womens kurta with pant and dupatta set - gold",4998,2249,55,2022-10-25,7
"12618","floral viscose round neck womens kurta - blue",1950,975,50,2022-07-16,7
"12619","floral viscose keh hole neck womens regular tunic - white",2450,1225,50,2022-09-05,9
"12620","striped round neck cotton womens straight dress - aqua",2799,1819,35,2022-08-15,8
"12621","womens poly crepe dhoti style saree with blouse (set183) - light olive",2599,1299,50,2022-10-16,9
"12622","paithani weave jacquard border and pallu with tassels & contrast blouse piece - multi",5500,1375,75,2022-10-26,9
"12623","geometric viscose round neck womens top - off white",1699,849,50,2022-10-25,7
"12624","solid cotton round neck womens regular gown - coral",3299,2309,30,2022-08-28,9
"12625","womens taffeta sleeveless regular fit gown - gold",2999,1499,50,2022-10-29,8
"12626","solid cotton square neck womens flared dress - sage",2999,2099,30,2022-06-20,9
"12627","printed viscose round neck womens knee length kurta - pink",1499,749,50,2022-08-28,9
"12628","foil print round neck viscose blend womens kurta palazzo set - teal",3999,1599,60,2022-06-13,8
"12629","printed round neck cotton womens kaftan with trousers - multi",2799,1259,55,2022-10-21,9
"12630","jacquard viscose round neck womens straight top - wine",1999,1299,35,2022-09-27,9
"12631","solid regular fit full length viscose womens trousers - indigo",2199,1099,50,2022-06-06,9
"12632","checks zari linen festive wear womens regular saree - blue",3475,1563,55,2022-07-31,9
"12633","thread work round neck womens kurta - magenta",2599,1039,60,2022-10-15,9
"12634","stripes zari chiffon festive wear womens regular saree - red",5700,2850,50,2022-09-30,8
"12635","floral katan silk traditional women banarasi saree - red",7500,1875,75,2022-08-20,8
"12636","womens off white mughal floral printed sleeveless crop top with full length placket at back - off white",1299,519,60,2022-08-30,7
"12637","solid zari crepe festive wear womens regular saree - blue",3000,1500,50,2022-10-14,7
"12638","solid zari net festive wear womens regular saree - yellow",5500,2200,60,2022-09-18,7
"12639","structured zari silk blend festive wear womens regular saree - orange",3199,1919,40,2022-06-28,9
"12640","womens black rayon solid wide-leg palazzo with lace detailing - black",1799,719,60,2022-07-28,8
"12641","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-06-13,8
"12642","sequins round neck georgette designer women ethnic sets - green",4799,2159,55,2022-09-28,9
"12643","solid zari cotton blend festive wear womens regular saree - white",4545,2272,50,2022-07-12,8
"12644","solid zari polyester festive wear womens regular saree - black",5555,2777,50,2022-10-18,7
"12645","womens self pattern tunic - pink",3999,1199,70,2022-08-16,7
"12646","foil print georgette collared neck womens regular tunic - green",2400,1200,50,2022-10-09,7
"12647","printed georgette v neck womens ethnic set - purple",4999,2499,50,2022-10-28,8
"12648","solid pure cotton womens palazzo pants - green",1499,599,60,2022-09-14,9
"12649","solid polyester regular fit womens straight ethnic set - yellow",6999,3499,50,2022-09-14,7
"12650","womens green poly crepe kurta (jne3265) - green",1549,542,65,2022-09-19,9
"12651","printed viscose round neck womens calf length kurta - yellow",1999,999,50,2022-07-10,8
"12652","regular fit full length georgette womens festive wear skirt - pink",3950,1975,50,2022-09-23,7
"12653","motif cotton mandarin womens regular kurta - multi",1599,719,55,2022-09-14,7
"12654","printed mandarin neck cotton womens kurta palazzo set - green",3499,1399,60,2022-08-27,7
"12655","self design round neck womens kurta - ink blue",1999,999,50,2022-08-28,7
"12656","zari round neck silk blend womens ethnic set - olive",4999,1749,65,2022-06-17,7
"12657","embroidered rayon round neck womens regular tunic - fuchsia",1499,749,50,2022-10-06,8
"12658","floral viscose round neck womens straight kurta - blue",1899,1519,20,2022-11-10,7
"12659","geometric round neck rayon womens ethnic set - mustard",2667,1066,60,2022-06-09,8
"12660","geometric polyester regular fit womens fusion wear saree - multi",6499,5199,20,2022-06-11,8
"12661","solid poly viscose round neck womens ethnic set - coral",7999,3999,50,2022-06-04,8
"12662","embroidered v-neck silk womens regular dress - maroon",2700,2160,20,2022-09-20,9
"12663","solid cotton lycra regular fit womens tights - green",699,489,30,2022-10-15,9
"12664","floral georgette regular fit womens sharara - yellow",2400,1200,50,2022-06-29,8
"12665","solid rayon regular fit womens palazzos - navy",999,599,40,2022-08-06,9
"12666","embroidered mandarin neck cotton flex womens flared ethnic dress - olive",2498,1373,45,2022-09-28,8
"12667","round neck straight designer womens kurta - grey",1199,719,40,2022-09-30,7
"12668","womens beige mukaish mesh tiered skirt - natural",3600,1800,50,2022-10-14,8
"12669","floral mandarin regular fit womens kurti - blue",1299,909,30,2022-09-26,7
"12670","floral cotton round neck womens ethnic set - grey",5761,2304,60,2022-08-20,8
"12671","womens rayon mandarin collar straight fit blouse - yellow",799,399,50,2022-11-07,7
"12672","round neck rayon regular womens dress - teal",1499,749,50,2022-11-09,9
"12673","self design v-neck womens kurta - mustard",2499,1249,50,2022-11-01,8
"12674","floral polyester v-neck womens casual wear suit - orange",3799,2469,35,2022-09-28,7
"12675","printed cotton flex collar neck womens flared dress - ecru",2599,1949,25,2022-09-29,7
"12676","turquoise zari and sequins work yoke straight kurta with 3/4th sleeves - maroon",2499,874,65,2022-06-01,9
